A1BG	ENSG00000121410
SLC25A33	ENSG00000171612
SLC25A34	ENSG00000162461
SLC25A35	ENSG00000125434
SLC25A36	ENSG00000114120
SLC25A37	ENSG00000147454
SLC25A38	ENSG00000144659
SLC25A39	ENSG00000013306
SLC25A4	ENSG00000151729
SLC25A40	ENSG00000075303
SLC25A41	ENSG00000181240
SLC25A42	ENSG00000181035
SLC25A43	ENSG00000077713
SLC25A44	ENSG00000160785
SLC25A45	ENSG00000162241
SLC25A46	ENSG00000164209
SLC25A47	ENSG00000140107
SLC25A48	ENSG00000145832
SLC25A5	ENSG00000005022
SLC25A51	ENSG00000122696
SLC25A52	ENSG00000141437
SLC25A53	ENSG00000269743
SLC26A1	ENSG00000145217
SLC26A11	ENSG00000181045
SLC26A2	ENSG00000155850
SLC26A3	ENSG00000091138
SLC26A4	ENSG00000091137
SLC26A5	ENSG00000170615
SLC26A6	ENSG00000225697
SLC26A7	ENSG00000147606
SLC26A8	ENSG00000112053
SLC26A9	ENSG00000174502
SLC27A1	ENSG00000130304
SLC27A2	ENSG00000140284
SLC27A3	ENSG00000143554
SLC27A4	ENSG00000167114
SLC27A5	ENSG00000083807
SLC27A6	ENSG00000113396
SLC28A1	ENSG00000156222
SLC28A2	ENSG00000137860
SLC28A3	ENSG00000197506
SLC29A1	ENSG00000112759
SLC29A2	ENSG00000174669
SLC29A3	ENSG00000198246
SLC29A4	ENSG00000164638
SLC2A1	ENSG00000117394
SLC2A10	ENSG00000197496
SLC2A11	ENSG00000133460
SLC2A12	ENSG00000146411
SLC2A13	ENSG00000151229
SLC2A14	ENSG00000173262
SLC2A2	ENSG00000163581
SLC2A3	ENSG00000059804
SLC2A4	ENSG00000181856
SLC2A4RG	ENSG00000125520
SLC2A5	ENSG00000142583
SLC2A6	ENSG00000160326
SLC2A7	ENSG00000197241
SLC2A8	ENSG00000136856
SLC2A9	ENSG00000109667
SLC30A1	ENSG00000170385
SLC30A10	ENSG00000196660
SLC30A2	ENSG00000158014
SLC30A3	ENSG00000115194
SLC30A4	ENSG00000104154
SLC30A5	ENSG00000145740
SLC30A6	ENSG00000152683
SLC30A7	ENSG00000162695
SLC30A8	ENSG00000164756
SLC30A9	ENSG00000014824
SLC31A1	ENSG00000136868
SLC31A2	ENSG00000136867
SLC32A1	ENSG00000101438
SLC33A1	ENSG00000169359
SLC34A1	ENSG00000131183
SLC34A2	ENSG00000157765
SLC34A3	ENSG00000198569
SLC35A1	ENSG00000164414
SLC35A2	ENSG00000102100
SLC35A3	ENSG00000117620
SLC35A4	ENSG00000176087
SLC35A5	ENSG00000138459
SLC35B1	ENSG00000121073
SLC35B2	ENSG00000157593
SLC35B3	ENSG00000124786
SLC35B4	ENSG00000205060
SLC35C1	ENSG00000181830
SLC35C2	ENSG00000080189
SLC35D1	ENSG00000116704
SLC35D2	ENSG00000130958
SLC35D3	ENSG00000182747
SLC35E1	ENSG00000127526
SLC35E2B	ENSG00000189339
SLC35E3	ENSG00000175782
SLC35E4	ENSG00000100036
SLC35F1	ENSG00000196376
SLC35F2	ENSG00000110660
SLC35F3	ENSG00000183780
SLC35F5	ENSG00000115084
SLC35F6	ENSG00000213699
SLC35G1	ENSG00000176273
SLC35G2	ENSG00000168917
SLC35G3	ENSG00000164729
SLC35G5	ENSG00000177710
SLC35G6	ENSG00000259224
SLC36A1	ENSG00000123643
SLC36A2	ENSG00000186335
SLC36A3	ENSG00000186334
SLC36A4	ENSG00000180773
SLC37A1	ENSG00000160190
SLC37A2	ENSG00000134955
SLC37A3	ENSG00000157800
SLC38A1	ENSG00000111371
SLC38A10	ENSG00000157637
SLC38A11	ENSG00000169507
SLC38A2	ENSG00000134294
SLC38A4	ENSG00000139209
SLC38A5	ENSG00000017483
SLC38A6	ENSG00000139974
SLC38A7	ENSG00000103042
SLC38A8	ENSG00000166558
SLC38A9	ENSG00000177058
SLC39A1	ENSG00000143570
SLC39A10	ENSG00000196950
SLC39A11	ENSG00000133195
SLC39A12	ENSG00000148482
SLC39A13	ENSG00000165915
SLC39A14	ENSG00000104635
SLC39A2	ENSG00000165794
SLC39A3	ENSG00000141873
SLC39A4	ENSG00000147804
SLC39A5	ENSG00000139540
SLC39A6	ENSG00000141424
SLC39A7	ENSG00000112473
SLC39A8	ENSG00000138821
SLC39A9	ENSG00000029364
SLC3A1	ENSG00000138079
SLC3A2	ENSG00000168003
SLC40A1	ENSG00000138449
SLC41A1	ENSG00000133065
SLC41A2	ENSG00000136052
SLC41A3	ENSG00000114544
SLC43A1	ENSG00000149150
SLC43A2	ENSG00000167703
SLC43A3	ENSG00000134802
SLC44A1	ENSG00000070214
SLC44A2	ENSG00000129353
SLC44A3	ENSG00000143036
SLC44A4	ENSG00000204385
SLC44A5	ENSG00000137968
SLC45A1	ENSG00000162426
SLC45A2	ENSG00000164175
SLC45A3	ENSG00000158715
SLC45A4	ENSG00000022567
SLC46A2	ENSG00000119457
SLC46A3	ENSG00000139508
SLC47A1	ENSG00000142494
SLC47A2	ENSG00000180638
SLC48A1	ENSG00000211584
SLC49A3	ENSG00000169026
SLC49A4	ENSG00000138463
SLC4A1	ENSG00000004939
SLC4A10	ENSG00000144290
SLC4A11	ENSG00000088836
SLC4A1AP	ENSG00000163798
SLC4A2	ENSG00000164889
SLC4A3	ENSG00000114923
SLC4A4	ENSG00000080493
SLC4A5	ENSG00000188687
SLC4A7	ENSG00000033867
SLC4A8	ENSG00000050438
SLC4A9	ENSG00000113073
SLC50A1	ENSG00000169241
SLC51A	ENSG00000163959
SLC51B	ENSG00000186198
SLC52A1	ENSG00000132517
SLC52A2	ENSG00000185803
SLC52A3	ENSG00000101276
SLC5A1	ENSG00000100170
SLC5A10	ENSG00000154025
SLC5A11	ENSG00000158865
SLC5A12	ENSG00000148942
SLC5A2	ENSG00000140675
SLC5A3	ENSG00000198743
SLC5A4	ENSG00000100191
SLC5A5	ENSG00000105641
SLC5A6	ENSG00000138074
SLC5A7	ENSG00000115665
SLC5A8	ENSG00000256870
SLC5A9	ENSG00000117834
SLC66A1	ENSG00000040487
SLC66A2	ENSG00000122490
SLC66A3	ENSG00000162976
SLC6A1	ENSG00000157103
SLC6A11	ENSG00000132164
SLC6A12	ENSG00000111181
SLC6A13	ENSG00000010379
SLC6A14	ENSG00000268104
SLC6A15	ENSG00000072041
SLC6A16	ENSG00000063127
SLC6A17	ENSG00000197106
SLC6A18	ENSG00000164363
SLC6A19	ENSG00000174358
SLC6A2	ENSG00000103546
SLC6A20	ENSG00000163817
SLC6A3	ENSG00000142319
SLC6A4	ENSG00000108576
SLC6A5	ENSG00000165970
SLC6A6	ENSG00000131389
SLC6A7	ENSG00000011083
SLC6A8	ENSG00000130821
SLC6A9	ENSG00000196517
SLC7A1	ENSG00000139514
SLC7A10	ENSG00000130876
SLC7A11	ENSG00000151012
SLC7A13	ENSG00000164893
SLC7A14	ENSG00000013293
SLC7A2	ENSG00000003989
SLC7A3	ENSG00000165349
SLC7A4	ENSG00000099960
SLC7A5	ENSG00000103257
SLC7A6	ENSG00000103064
SLC7A6OS	ENSG00000103061
SLC7A7	ENSG00000155465
SLC7A8	ENSG00000092068
SLC7A9	ENSG00000021488
SLC8A1	ENSG00000183023
SLC8A2	ENSG00000118160
SLC8A3	ENSG00000100678
SLC8B1	ENSG00000089060
SLC9A1	ENSG00000090020
SLC9A2	ENSG00000115616
SLC9A3	ENSG00000066230
SLC9A3R1	ENSG00000109062
SLC9A3R2	ENSG00000065054
SLC9A4	ENSG00000180251
SLC9A5	ENSG00000135740
SLC9A6	ENSG00000198689
SLC9A7	ENSG00000065923
SLC9A8	ENSG00000197818
SLC9A9	ENSG00000181804
SLC9B1	ENSG00000164037
SLC9B2	ENSG00000164038
SLC9C1	ENSG00000172139
SLC9C2	ENSG00000162753
SLCO1A2	ENSG00000084453
SLCO1B1	ENSG00000134538
SLCO1B3	ENSG00000111700
SLCO1C1	ENSG00000139155
SLCO2A1	ENSG00000174640
SLCO2B1	ENSG00000137491
SLCO3A1	ENSG00000176463
SLCO4A1	ENSG00000101187
SLCO4C1	ENSG00000173930
SLCO5A1	ENSG00000137571
SLCO6A1	ENSG00000205359
SLF1	ENSG00000133302
SLF2	ENSG00000119906
SLFN11	ENSG00000172716
SLFN12	ENSG00000172123
SLFN12L	ENSG00000205045
SLFN13	ENSG00000154760
SLFN14	ENSG00000236320
SLFN5	ENSG00000166750
SLFNL1	ENSG00000171790
SLIRP	ENSG00000119705
SLIT1	ENSG00000187122
SLIT2	ENSG00000145147
SLIT3	ENSG00000184347
SLITRK1	ENSG00000178235
SLITRK2	ENSG00000185985
SLITRK3	ENSG00000121871
SLITRK4	ENSG00000179542
SLITRK5	ENSG00000165300
SLITRK6	ENSG00000184564
SLK	ENSG00000065613
SLMAP	ENSG00000163681
SLN	ENSG00000170290
SLPI	ENSG00000124107
SLTM	ENSG00000137776
SLU7	ENSG00000164609
SLURP1	ENSG00000126233
SLURP2	ENSG00000283992
SLX4	ENSG00000188827
SLX4IP	ENSG00000149346
SLX9	ENSG00000160256
SMAD1	ENSG00000170365
SMAD2	ENSG00000175387
SMAD3	ENSG00000166949
SMAD4	ENSG00000141646
SMAD6	ENSG00000137834
SMAD7	ENSG00000101665
SMAD9	ENSG00000120693
SMAGP	ENSG00000170545
SMAP1	ENSG00000112305
SMAP2	ENSG00000084070
SMARCA1	ENSG00000102038
SMARCA2	ENSG00000080503
SMARCA4	ENSG00000127616
SMARCA5	ENSG00000153147
SMARCAD1	ENSG00000163104
SMARCAL1	ENSG00000138375
SMARCB1	ENSG00000099956
SMARCC1	ENSG00000173473
SMARCC2	ENSG00000139613
SMARCD1	ENSG00000066117
SMARCD2	ENSG00000108604
SMARCD3	ENSG00000082014
SMARCE1	ENSG00000073584
SMC1A	ENSG00000072501
SMC1B	ENSG00000077935
SMC2	ENSG00000136824
SMC3	ENSG00000108055
SMC4	ENSG00000113810
SMC5	ENSG00000198887
SMC6	ENSG00000163029
SMCHD1	ENSG00000101596
SMCO1	ENSG00000214097
SMCO2	ENSG00000165935
SMCO3	ENSG00000179256
SMCO4	ENSG00000166002
SMCP	ENSG00000163206
SMCR8	ENSG00000176994
SMDT1	ENSG00000183172
SMG1	ENSG00000157106
SMG5	ENSG00000198952
SMG6	ENSG00000070366
SMG7	ENSG00000116698
SMG8	ENSG00000167447
SMG9	ENSG00000105771
SMIM1	ENSG00000235169
SMIM10	ENSG00000184785
SMIM11	ENSG00000205670
SMIM12	ENSG00000163866
SMIM13	ENSG00000224531
SMIM14	ENSG00000163683
SMIM15	ENSG00000188725
SMIM17	ENSG00000268182
SMIM18	ENSG00000253457
SMIM19	ENSG00000176209
SMIM2	ENSG00000139656
SMIM20	ENSG00000250317
SMIM21	ENSG00000206026
SMIM22	ENSG00000267795
SMIM24	ENSG00000095932
SMIM29	ENSG00000186577
SMIM3	ENSG00000256235
SMIM5	ENSG00000204323
SMIM6	ENSG00000259120
SMIM7	ENSG00000214046
SMIM8	ENSG00000111850
SMIM9	ENSG00000203870
SMKR1	ENSG00000240204
SMLR1	ENSG00000256162
SMNDC1	ENSG00000119953
SMO	ENSG00000128602
SMOC1	ENSG00000198732
SMOC2	ENSG00000112562
SMOX	ENSG00000088826
SMPD1	ENSG00000166311
SMPD2	ENSG00000135587
SMPD3	ENSG00000103056
SMPD4	ENSG00000136699
SMPDL3A	ENSG00000172594
SMPDL3B	ENSG00000130768
SMPX	ENSG00000091482
SMR3A	ENSG00000109208
SMR3B	ENSG00000171201
SMS	ENSG00000102172
SMTN	ENSG00000183963
SMTNL2	ENSG00000188176
SMU1	ENSG00000122692
SMUG1	ENSG00000123415
SMURF1	ENSG00000198742
SMURF2	ENSG00000108854
SMYD1	ENSG00000115593
SMYD2	ENSG00000143499
SMYD3	ENSG00000185420
SMYD4	ENSG00000186532
SMYD5	ENSG00000135632
SNAI1	ENSG00000124216
SNAI2	ENSG00000019549
SNAI3	ENSG00000185669
SNAP23	ENSG00000092531
SNAP25	ENSG00000132639
SNAP29	ENSG00000099940
SNAP47	ENSG00000143740
SNAP91	ENSG00000065609
SNAPC1	ENSG00000023608
SNAPC2	ENSG00000104976
SNAPC3	ENSG00000164975
SNAPC4	ENSG00000165684
SNAPC5	ENSG00000174446
SNAPIN	ENSG00000143553
SNCA	ENSG00000145335
SNCAIP	ENSG00000064692
SNCB	ENSG00000074317
SNCG	ENSG00000173267
SND1	ENSG00000197157
SNED1	ENSG00000162804
SNF8	ENSG00000159210
SNIP1	ENSG00000163877
SNN	ENSG00000184602
SNORC	ENSG00000182600
SNPH	ENSG00000101298
SNRK	ENSG00000163788
SNRNP200	ENSG00000144028
SNRNP25	ENSG00000161981
SNRNP27	ENSG00000124380
SNRNP35	ENSG00000184209
SNRNP40	ENSG00000060688
SNRNP48	ENSG00000168566
SNRNP70	ENSG00000104852
SNRPA	ENSG00000077312
SNRPA1	ENSG00000131876
SNRPB	ENSG00000125835
SNRPB2	ENSG00000125870
SNRPC	ENSG00000124562
SNRPD1	ENSG00000167088
SNRPD2	ENSG00000125743
SNRPD3	ENSG00000100028
SNRPE	ENSG00000182004
SNRPF	ENSG00000139343
SNRPG	ENSG00000143977
SNRPN	ENSG00000128739
SNTA1	ENSG00000101400
SNTB1	ENSG00000172164
SNTB2	ENSG00000168807
SNTG1	ENSG00000147481
SNTG2	ENSG00000172554
SNTN	ENSG00000188817
SNU13	ENSG00000100138
SNUPN	ENSG00000169371
SNURF	ENSG00000273173
SNW1	ENSG00000100603
SNX1	ENSG00000028528
SNX10	ENSG00000086300
SNX11	ENSG00000002919
SNX12	ENSG00000147164
SNX13	ENSG00000071189
SNX14	ENSG00000135317
SNX15	ENSG00000110025
SNX16	ENSG00000104497
SNX17	ENSG00000115234
SNX18	ENSG00000178996
SNX19	ENSG00000120451
SNX2	ENSG00000205302
SNX20	ENSG00000167208
SNX21	ENSG00000124104
SNX22	ENSG00000157734
SNX24	ENSG00000064652
SNX25	ENSG00000109762
SNX27	ENSG00000143376
SNX29	ENSG00000048471
SNX3	ENSG00000112335
SNX30	ENSG00000148158
SNX31	ENSG00000174226
SNX32	ENSG00000172803
SNX33	ENSG00000173548
SNX4	ENSG00000114520
SNX5	ENSG00000089006
SNX6	ENSG00000129515
SNX7	ENSG00000162627
SNX8	ENSG00000106266
SNX9	ENSG00000130340
SOAT1	ENSG00000057252
SOAT2	ENSG00000167780
SOBP	ENSG00000112320
SOCS1	ENSG00000185338
SOCS2	ENSG00000120833
SOCS3	ENSG00000184557
SOCS4	ENSG00000180008
SOCS5	ENSG00000171150
SOCS6	ENSG00000170677
SOCS7	ENSG00000274211
SOD1	ENSG00000142168
SOD2	ENSG00000291237
SOD3	ENSG00000109610
SOGA1	ENSG00000149639
SOHLH1	ENSG00000165643
SOHLH2	ENSG00000120669
SON	ENSG00000159140
SORBS1	ENSG00000095637
SORBS2	ENSG00000154556
SORBS3	ENSG00000120896
SORCS1	ENSG00000108018
SORCS2	ENSG00000184985
SORCS3	ENSG00000156395
SORD	ENSG00000140263
SORL1	ENSG00000137642
SORT1	ENSG00000134243
SOS1	ENSG00000115904
SOS2	ENSG00000100485
SOST	ENSG00000167941
SOSTDC1	ENSG00000171243
SOWAHA	ENSG00000198944
SOWAHB	ENSG00000186212
SOWAHC	ENSG00000198142
SOWAHD	ENSG00000187808
SOX1	ENSG00000182968
SOX10	ENSG00000100146
SOX11	ENSG00000176887
SOX12	ENSG00000177732
SOX13	ENSG00000143842
SOX14	ENSG00000168875
SOX15	ENSG00000129194
SOX17	ENSG00000164736
SOX18	ENSG00000203883
SOX2	ENSG00000181449
SOX21	ENSG00000125285
SOX3	ENSG00000134595
SOX30	ENSG00000039600
SOX4	ENSG00000124766
SOX5	ENSG00000134532
SOX6	ENSG00000110693
SOX7	ENSG00000171056
SOX8	ENSG00000005513
SOX9	ENSG00000125398
SP1	ENSG00000185591
SP100	ENSG00000067066
SP110	ENSG00000135899
SP140	ENSG00000079263
SP140L	ENSG00000185404
SP2	ENSG00000167182
SP3	ENSG00000172845
SP4	ENSG00000105866
SP5	ENSG00000204335
SP6	ENSG00000189120
SP7	ENSG00000170374
SP8	ENSG00000164651
SP9	ENSG00000217236
SPA17	ENSG00000064199
SPACA1	ENSG00000118434
SPACA3	ENSG00000141316
SPACA4	ENSG00000177202
SPACA7	ENSG00000153498
SPACA9	ENSG00000165698
SPACDR	ENSG00000185955
SPAG1	ENSG00000104450
SPAG16	ENSG00000144451
SPAG17	ENSG00000155761
SPAG4	ENSG00000061656
SPAG5	ENSG00000076382
SPAG6	ENSG00000077327
SPAG7	ENSG00000091640
SPAG8	ENSG00000137098
SPAG9	ENSG00000008294
SPAM1	ENSG00000106304
SPANXB1	ENSG00000227234
SPANXN1	ENSG00000203923
SPANXN2	ENSG00000268988
SPANXN3	ENSG00000189252
SPANXN4	ENSG00000189326
SPANXN5	ENSG00000204363
SPARC	ENSG00000113140
SPARCL1	ENSG00000152583
SPART	ENSG00000133104
SPAST	ENSG00000021574
SPATA12	ENSG00000186451
SPATA16	ENSG00000144962
SPATA17	ENSG00000162814
SPATA18	ENSG00000163071
SPATA19	ENSG00000166118
SPATA2	ENSG00000158480
SPATA20	ENSG00000006282
SPATA21	ENSG00000187144
SPATA22	ENSG00000141255
SPATA24	ENSG00000170469
SPATA25	ENSG00000149634
SPATA2L	ENSG00000158792
SPATA3	ENSG00000173699
SPATA31A1	ENSG00000204849
SPATA31A3	ENSG00000275969
SPATA31A6	ENSG00000185775
SPATA31A7	ENSG00000276040
SPATA31D1	ENSG00000214929
SPATA31E1	ENSG00000177992
SPATA32	ENSG00000184361
SPATA33	ENSG00000167523
SPATA4	ENSG00000150628
SPATA45	ENSG00000185523
SPATA46	ENSG00000171722
SPATA48	ENSG00000164500
SPATA5	ENSG00000145375
SPATA5L1	ENSG00000171763
SPATA6	ENSG00000132122
SPATA6L	ENSG00000106686
SPATA7	ENSG00000042317
SPATA9	ENSG00000145757
SPATC1	ENSG00000186583
SPATC1L	ENSG00000160284
SPATS1	ENSG00000249481
SPATS2	ENSG00000123352
SPATS2L	ENSG00000196141
SPC24	ENSG00000161888
SPC25	ENSG00000152253
SPCS1	ENSG00000114902
SPCS2	ENSG00000118363
SPCS3	ENSG00000129128
SPDEF	ENSG00000124664
SPDL1	ENSG00000040275
SPDYA	ENSG00000163806
SPDYE1	ENSG00000136206
SPDYE4	ENSG00000183318
SPECC1	ENSG00000128487
SPECC1L	ENSG00000100014
SPEF1	ENSG00000101222
SPEF2	ENSG00000152582
SPEG	ENSG00000072195
SPEM1	ENSG00000181323
SPEM2	ENSG00000184560
SPEN	ENSG00000065526
SPESP1	ENSG00000258484
SPG11	ENSG00000104133
SPG21	ENSG00000090487
SPG7	ENSG00000197912
SPHK1	ENSG00000176170
SPHK2	ENSG00000063176
SPHKAP	ENSG00000153820
SPI1	ENSG00000066336
SPIB	ENSG00000269404
SPIC	ENSG00000166211
SPICE1	ENSG00000163611
SPIDR	ENSG00000164808
SPIN1	ENSG00000106723
SPIN3	ENSG00000204271
SPIN4	ENSG00000186767
SPINDOC	ENSG00000168005
SPINK1	ENSG00000164266
SPINK13	ENSG00000214510
SPINK14	ENSG00000196800
SPINK2	ENSG00000128040
SPINK4	ENSG00000122711
SPINK5	ENSG00000133710
SPINK6	ENSG00000178172
SPINK7	ENSG00000145879
SPINK8	ENSG00000229453
SPINK9	ENSG00000204909
SPINT1	ENSG00000166145
SPINT2	ENSG00000167642
SPINT3	ENSG00000101446
SPINT4	ENSG00000149651
SPIRE1	ENSG00000134278
SPIRE2	ENSG00000204991
SPN	ENSG00000197471
SPNS1	ENSG00000169682
SPNS2	ENSG00000183018
SPNS3	ENSG00000182557
SPO11	ENSG00000054796
SPOCD1	ENSG00000134668
SPOCK1	ENSG00000152377
SPOCK2	ENSG00000107742
SPOCK3	ENSG00000196104
SPOP	ENSG00000121067
SPOPL	ENSG00000144228
SPOUT1	ENSG00000198917
SPP1	ENSG00000118785
SPP2	ENSG00000072080
SPPL2A	ENSG00000138600
SPPL2C	ENSG00000185294
SPPL3	ENSG00000157837
SPR	ENSG00000116096
SPRED1	ENSG00000166068
SPRED2	ENSG00000198369
SPRED3	ENSG00000188766
SPRING1	ENSG00000111412
SPRN	ENSG00000203772
SPRR1A	ENSG00000169474
SPRR1B	ENSG00000169469
SPRR2F	ENSG00000244094
SPRR2G	ENSG00000159516
SPRR3	ENSG00000163209
SPRR4	ENSG00000184148
SPRTN	ENSG00000010072
SPRY1	ENSG00000164056
SPRY2	ENSG00000136158
SPRY3	ENSG00000168939
SPRY4	ENSG00000187678
SPRYD3	ENSG00000167778
SPRYD4	ENSG00000176422
SPRYD7	ENSG00000123178
SPSB1	ENSG00000171621
SPSB2	ENSG00000111671
SPSB3	ENSG00000162032
SPSB4	ENSG00000175093
SPTA1	ENSG00000163554
SPTAN1	ENSG00000197694
SPTB	ENSG00000070182
SPTBN1	ENSG00000115306
SPTBN2	ENSG00000173898
SPTBN4	ENSG00000160460
SPTBN5	ENSG00000137877
SPTLC1	ENSG00000090054
SPTLC2	ENSG00000100596
SPTLC3	ENSG00000172296
SPTSSA	ENSG00000165389
SPTSSB	ENSG00000196542
SPTY2D1	ENSG00000179119
SPX	ENSG00000134548
SPZ1	ENSG00000164299
SQLE	ENSG00000104549
SQOR	ENSG00000137767
SQSTM1	ENSG00000161011
SRA1	ENSG00000213523
SRARP	ENSG00000183888
SRBD1	ENSG00000068784
SRC	ENSG00000197122
SRCAP	ENSG00000080603
SRCIN1	ENSG00000277363
SRD5A1	ENSG00000145545
SRD5A3	ENSG00000128039
SREBF1	ENSG00000072310
SREBF2	ENSG00000198911
SREK1	ENSG00000153914
SREK1IP1	ENSG00000153006
SRF	ENSG00000112658
SRFBP1	ENSG00000151304
SRGAP1	ENSG00000196935
SRGAP3	ENSG00000196220
SRGN	ENSG00000122862
SRI	ENSG00000075142
SRL	ENSG00000185739
SRM	ENSG00000116649
SRMS	ENSG00000125508
SRP14	ENSG00000140319
SRP19	ENSG00000153037
SRP54	ENSG00000100883
SRP68	ENSG00000167881
SRP72	ENSG00000174780
SRP9	ENSG00000143742
SRPK1	ENSG00000096063
SRPK2	ENSG00000135250
SRPK3	ENSG00000184343
SRPRA	ENSG00000182934
SRPRB	ENSG00000144867
SRPX	ENSG00000101955
SRPX2	ENSG00000102359
SRR	ENSG00000167720
SRRD	ENSG00000100104
SRRM1	ENSG00000133226
SRRM2	ENSG00000167978
SRRM4	ENSG00000139767
SRRM5	ENSG00000226763
SRRT	ENSG00000087087
SRSF1	ENSG00000136450
SRSF10	ENSG00000188529
SRSF11	ENSG00000116754
SRSF12	ENSG00000154548
SRSF2	ENSG00000161547
SRSF3	ENSG00000112081
SRSF4	ENSG00000116350
SRSF5	ENSG00000100650
SRSF6	ENSG00000124193
SRSF7	ENSG00000115875
SRSF9	ENSG00000111786
SRXN1	ENSG00000271303
SRY	ENSG00000184895
SS18	ENSG00000141380
SS18L1	ENSG00000184402
SS18L2	ENSG00000008324
SSB	ENSG00000138385
SSBP1	ENSG00000106028
SSBP2	ENSG00000145687
SSBP3	ENSG00000157216
SSBP4	ENSG00000130511
SSC4D	ENSG00000146700
SSC5D	ENSG00000179954
SSH1	ENSG00000084112
SSH2	ENSG00000141298
SSH3	ENSG00000172830
SSMEM1	ENSG00000165120
SSNA1	ENSG00000176101
SSPN	ENSG00000123096
SSR1	ENSG00000124783
SSR2	ENSG00000163479
SSR3	ENSG00000114850
SSR4	ENSG00000180879
SSRP1	ENSG00000149136
SST	ENSG00000157005
SSTR1	ENSG00000139874
SSTR2	ENSG00000180616
SSTR3	ENSG00000278195
SSTR4	ENSG00000132671
SSTR5	ENSG00000162009
SSU72	ENSG00000160075
SSUH2	ENSG00000125046
SSX1	ENSG00000126752
SSX2IP	ENSG00000117155
SSX3	ENSG00000165584
SSX5	ENSG00000165583
SSX7	ENSG00000187754
ST13	ENSG00000100380
ST14	ENSG00000149418
ST18	ENSG00000147488
ST3GAL1	ENSG00000008513
ST3GAL2	ENSG00000157350
ST3GAL3	ENSG00000126091
ST3GAL4	ENSG00000110080
ST3GAL5	ENSG00000115525
ST3GAL6	ENSG00000064225
ST6GAL1	ENSG00000073849
ST6GAL2	ENSG00000144057
ST6GALNAC1	ENSG00000070526
ST6GALNAC2	ENSG00000070731
ST6GALNAC3	ENSG00000184005
ST6GALNAC4	ENSG00000136840
ST6GALNAC5	ENSG00000117069
ST7	ENSG00000004866
ST7L	ENSG00000007341
ST8SIA1	ENSG00000111728
ST8SIA2	ENSG00000140557
ST8SIA3	ENSG00000177511
ST8SIA4	ENSG00000113532
ST8SIA5	ENSG00000101638
ST8SIA6	ENSG00000148488
STAB1	ENSG00000010327
STAB2	ENSG00000136011
STAC	ENSG00000144681
STAC2	ENSG00000141750
STAC3	ENSG00000185482
STAG1	ENSG00000118007
STAG2	ENSG00000101972
STAG3	ENSG00000066923
STAM	ENSG00000136738
STAM2	ENSG00000115145
STAMBP	ENSG00000124356
STAMBPL1	ENSG00000138134
STAP1	ENSG00000035720
STAP2	ENSG00000178078
STAR	ENSG00000147465
STARD10	ENSG00000214530
STARD13	ENSG00000133121
STARD3	ENSG00000131748
STARD3NL	ENSG00000010270
STARD4	ENSG00000164211
STARD5	ENSG00000172345
STARD6	ENSG00000174448
STARD7	ENSG00000084090
STARD8	ENSG00000130052
STARD9	ENSG00000159433
STAT1	ENSG00000115415
STAT2	ENSG00000170581
STAT3	ENSG00000168610
STAT4	ENSG00000138378
STAT5A	ENSG00000126561
STAT5B	ENSG00000173757
STAT6	ENSG00000166888
STATH	ENSG00000126549
STAU1	ENSG00000124214
STAU2	ENSG00000040341
STBD1	ENSG00000118804
STC1	ENSG00000159167
STC2	ENSG00000113739
STEAP1	ENSG00000164647
STEAP1B	ENSG00000105889
STEAP2	ENSG00000157214
STEAP3	ENSG00000115107
STEAP4	ENSG00000127954
STEEP1	ENSG00000018610
STH	ENSG00000256762
STIL	ENSG00000123473
STIM1	ENSG00000167323
STIM2	ENSG00000109689
STIMATE	ENSG00000213533
STING1	ENSG00000184584
STIP1	ENSG00000168439
STK10	ENSG00000072786
STK11	ENSG00000118046
STK11IP	ENSG00000144589
STK16	ENSG00000115661
STK17A	ENSG00000164543
STK17B	ENSG00000081320
STK19	ENSG00000204344
STK24	ENSG00000102572
STK25	ENSG00000115694
STK26	ENSG00000134602
STK3	ENSG00000104375
STK31	ENSG00000196335
STK32A	ENSG00000169302
STK32B	ENSG00000152953
STK32C	ENSG00000165752
STK33	ENSG00000130413
STK35	ENSG00000125834
STK36	ENSG00000163482
STK38	ENSG00000112079
STK38L	ENSG00000211455
STK39	ENSG00000198648
STK4	ENSG00000101109
STK40	ENSG00000196182
STKLD1	ENSG00000198870
STMN1	ENSG00000117632
STMN2	ENSG00000104435
STMN3	ENSG00000197457
STMN4	ENSG00000015592
STMND1	ENSG00000230873
STMP1	ENSG00000243317
STN1	ENSG00000107960
STOM	ENSG00000148175
STOML1	ENSG00000067221
STOML2	ENSG00000165283
STOML3	ENSG00000133115
STON1	ENSG00000243244
STON2	ENSG00000140022
STOX1	ENSG00000165730
STOX2	ENSG00000173320
STPG1	ENSG00000001460
STPG2	ENSG00000163116
STPG3	ENSG00000197768
STPG4	ENSG00000239605
STRA6	ENSG00000137868
STRA8	ENSG00000146857
STRADA	ENSG00000266173
STRADB	ENSG00000082146
STRAP	ENSG00000023734
STRBP	ENSG00000165209
STRC	ENSG00000242866
STRIP1	ENSG00000143093
STRIP2	ENSG00000128578
STRN	ENSG00000115808
STRN3	ENSG00000196792
STRN4	ENSG00000090372
STS	ENSG00000101846
STT3A	ENSG00000134910
STT3B	ENSG00000163527
STUB1	ENSG00000103266
STUM	ENSG00000203685
